Date,US900123BB58,US900123AY60,US900123CB40,RU000A0JXU14,XS0767473852,XS0088543193,RU000A1006S9,XS3020792696,XS2010028939,XS2010043904,XS1678623734,XS1678623064,XS2808539410,XS2334109423,XS3262542155,XS2801343414
2023-07-03,8.776817737938254,8.906250104087665,8.700066809933745,14.647249229128203,9.770133845017005,14.779339931786705,16.954333372176187,,7.237249187861535,7.305441349516811,5.508101098984999,5.943455805039703,,6.689638161404643,,
2023-07-04,8.85310836859556,8.838749370624372,8.738403836976202,14.647249229128203,9.770133845017005,14.779339931786705,16.954333372176187,,7.206388895589614,7.358100102490288,5.490106310657328,5.9511684649037955,,6.697625950768198,,
2023-07-05,8.862526185436808,9.029319763176423,8.742842144810128,14.647249229128203,9.689768409862412,14.179693956694678,16.579434528717332,,7.206388895589614,7.3493111939481475,5.532140486860139,5.955026233219812,,6.681652506332478,,
2023-07-06,8.9273962949056,9.249897697754038,8.826259664953373,14.647249229128203,9.689768409862412,14.179693956694678,16.579434528717332,,7.214097019232332,7.32078165517376,5.506600397262195,5.953097229149273,,6.713607936592582,,
2023-07-07,9.112618052979734,9.18134427038973,9.005660625558464,14.647249229128203,9.689768409862412,14.179693956694678,16.954333372176187,,7.2972528203123925,7.382295359577995,5.660746614898978,6.067320758596143,,6.769612272579765,,
2023-07-10,9.05179337066523,9.114805709378746,8.974899512250186,14.647249229128203,9.689768409862412,14.179693956694678,17.343163449172618,,7.233387593611917,7.391103017709306,5.648577622002179,6.084818813283872,,6.849800872478607,,
2023-07-11,8.855798077813438,8.944624304571432,8.726583362643078,14.647249229128203,9.689768409862412,14.179693956694678,17.343163449172618,,7.2391804204500785,7.360298109485789,5.642498214539566,6.0595501711647275,,6.833745942280533,,
2023-07-12,8.661718107677817,8.742763572107323,8.595086433267044,14.647249229128203,9.689768409862412,14.179693956694678,17.343163449172618,,7.225667886486054,7.360298109485789,5.637940882397972,6.06537774707969,,6.765608481745916,,
2023-07-13,8.597593152235602,8.664973936802213,8.527476912149993,14.647249229128203,9.689768409862412,13.886021318540537,17.343163449172618,,7.198685396035653,7.312013904475177,5.560756326985724,6.007200204503336,,6.641756208448572,,
2023-07-14,8.58196499000064,8.667843229389891,8.511756385897954,15.007302968216047,9.689768409862412,13.596311967147557,17.746914508479918,,7.142972825683048,7.26387986790809,5.527629058953255,5.983990111860142,,6.633783336999138,,
