date,actual,predicted,split_date,is_hit
2026-02-03,0.001117779392314937,-0.002932817470393676,2026-01-01,0
2026-02-04,-0.029733983950121657,0.0010272059493567783,2026-01-01,0
2026-02-05,-0.010793463544474257,-0.001247390179532075,2026-01-01,1
2026-02-06,0.012173881093621938,-0.004908526752439925,2026-01-01,0
2026-02-09,0.027991929642859473,0.0053620157361750605,2026-01-01,1
2026-02-10,-3.0240591689986254e-05,-6.402009729748421e-05,2026-01-01,1
2026-02-11,-0.022549200438875035,-0.00198777419987904,2026-01-01,1
2026-02-12,-0.017672103407146117,0.001042600255464417,2026-01-01,0
2026-02-13,0.0016131500932123277,-0.003330759986561627,2026-01-01,0
2026-02-16,0.008167677462134312,0.0006224496212554062,2026-01-01,1
2026-02-17,0.022016549120504755,-0.0002939943478680877,2026-01-01,0
2026-02-18,0.005580451719143128,-0.0010639981393268654,2026-01-01,0
2026-02-19,-0.013189150511526993,0.0023627718390396195,2026-01-01,0
2026-02-20,0.046737841777490755,-0.0013551122131333865,2026-01-01,0
