Date,Price
12/11/2019,128.55
12/12/2019,129.59
12/13/2019,131.35
12/16/2019,130.36
12/17/2019,131.5
12/18/2019,131.44
12/19/2019,131.97
12/20/2019,130.78
12/23/2019,130.13
12/24/2019,130.93
12/25/2019,130.93
12/26/2019,130.68
12/27/2019,130.79
12/30/2019,130.95
12/31/2019,130.37
1/1/2020,130.46
1/2/2020,129.73
1/3/2020,129.63
1/6/2020,129.09
1/7/2020,128.96
1/8/2020,128.19
1/9/2020,129.44
1/10/2020,129.37
1/13/2020,129.46
1/14/2020,129.37
1/15/2020,129.45
1/16/2020,129.64
1/17/2020,130.01
1/20/2020,130.01
1/21/2020,129.84
1/22/2020,130.3
1/23/2020,130.81
1/24/2020,130.97
1/27/2020,130.73
1/28/2020,131.18
1/29/2020,131.51
1/30/2020,132.92
1/31/2020,133.4
2/3/2020,134.48
2/4/2020,132.14
2/5/2020,131.71
2/6/2020,132.45
2/7/2020,131.96
2/10/2020,132.36
2/11/2020,132.73
2/12/2020,133.6
2/13/2020,133.87
2/14/2020,133.57
2/17/2020,133.63
2/18/2020,134.28
2/19/2020,134.31
2/20/2020,135.38
2/21/2020,135.68
2/24/2020,137.25
2/25/2020,137.13
2/26/2020,135.66
2/27/2020,134.61
2/28/2020,132.01
3/2/2020,132.74
3/3/2020,134.63
3/4/2020,135.77
3/5/2020,138.04
3/6/2020,137.22
3/9/2020,127.01
3/10/2020,131.63
3/11/2020,129.16
3/12/2020,120.61
3/13/2020,123.84
3/16/2020,120.32
3/17/2020,120.36
3/18/2020,110.82
3/19/2020,108.25
3/20/2020,116.01
3/23/2020,115.11
3/24/2020,118.63
3/25/2020,123.64
3/26/2020,123.73
3/27/2020,125.28
3/30/2020,119.89
3/31/2020,121.8
4/1/2020,119.88
4/2/2020,121.5
4/3/2020,125.31
4/6/2020,125.46
4/7/2020,126.18
4/8/2020,125.59
4/9/2020,125.42
4/10/2020,125.77
4/13/2020,127.26
4/14/2020,126.73
4/15/2020,124.96
4/16/2020,126.11
4/17/2020,125.9
4/20/2020,124.85
4/21/2020,121.8
4/22/2020,122.51
4/23/2020,125.34
4/24/2020,125.75
4/27/2020,125.71
4/28/2020,125.2
4/29/2020,126
4/30/2020,127.54
5/1/2020,125.78
5/4/2020,126.07
5/5/2020,127.68
5/6/2020,127.77
5/7/2020,129.15
5/8/2020,129.01
5/11/2020,129.5
5/12/2020,130.4
5/13/2020,129.94
5/14/2020,129.46
5/15/2020,129.76
5/18/2020,131.35
5/19/2020,132.88
5/20/2020,134.59
5/21/2020,136.51
5/22/2020,135.86
5/25/2020,135.72
5/26/2020,136.05
5/27/2020,136.82
5/28/2020,136.52
5/29/2020,136.69
6/1/2020,136.98
6/2/2020,137.62
6/3/2020,137.61
6/4/2020,138.19
6/5/2020,134.85
6/8/2020,135.7
6/9/2020,135.42
6/10/2020,135.66
6/11/2020,134.11
6/12/2020,134.26
6/15/2020,132.91
6/16/2020,137.24
6/17/2020,136.55
6/18/2020,136.51
6/19/2020,136.81
6/22/2020,137.83
6/23/2020,138.35
6/24/2020,138.74
6/25/2020,138.8
6/26/2020,138.3
6/29/2020,137.66
6/30/2020,135.74
7/1/2020,136.59
7/2/2020,138.07
7/3/2020,137.99
7/6/2020,136.86
7/7/2020,136.13
7/8/2020,136.48
7/9/2020,137.33
7/10/2020,136.35
7/13/2020,137.01
7/14/2020,136.9
7/15/2020,137.42
7/16/2020,137.46
7/17/2020,137.88
7/20/2020,138.16
7/21/2020,138.46
7/22/2020,138.18
7/23/2020,138.76
7/24/2020,138.11
7/27/2020,136.9
7/28/2020,136.47
7/29/2020,136.56
7/30/2020,137
